;;;2000;;;;2001;;;;2002;;;;2003;;;;2004;;;;2005;;;;2006;;;;2007;;;;2008;;;;2009;;;;2010;;;;2011;;;;2012;;;;2013;;;;2014;;;;2015;;;;2016;;;;2017;;;;2018;;;;2019;;;;2020;;;;2021;;;;2022
;;;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал
Вторичный рынок жилья;    Сибирский федеральный округ;;4 469.08;4 574.68;4 782.12;5 326.57;6 025.74;6 718.84;7 752.14;8 625.89;9 487.38;10 106.77;10 509.46;10 756.13;10 688.38;10 994.74;11 237.87;11 581.13;12 487.64;13 152.25;14 366.21;15 960.54;17 786.48;18 613.18;19 176.36;20 024.03;21 129.8;22 075.98;23 658.76;26 806.05;30 560.15;32 813.1;35 159.57;38 136.85;40 861.44;42 039.9;42 532.38;40 575.54;39 148.33;37 026.78;35 317.39;34 719.09;38 223.06;38 357.12;38 481.62;39 116.33;40 655.02;40 851.58;41 503.22;42 587.98;42 971.55;44 371.46;45 723.01;46 742.73;45 914.2;46 481.02;47 220.91;47 750.86;49 337.72;49 544.5;50 131.73;51 174.12;51 522.1;50 336.82;48 890.56;48 224.08;46 755.22;46 174.64;45 703.08;45 308.04;44 814.58;44 573.85;44 572.77;44 912.31;46 937.67;47 387.05;47 642.22;49 152.65;;;;;;;;;;;;;
Вторичный рынок жилья;    Сибирский федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 602.81;49 881.32;50 437.04;51 301.7;50 250.17;50 677.76;52 195.04;54 771.47;58 922.13;61 483.5;63 343.79;66 009.71;77 192.26
Вторичный рынок жилья;        Республика Алтай;;3 613.61;3 528.71;3 513.54;3 913.33;4 774.33;4 689.73;4 733.01;4 892.61;5 764.07;6 103.86;6 249.63;7 162.09;8 683.92;10 010.47;11 019.88;12 623.18;13 762.36;13 808.84;13 684.18;14 361.4;14 897.77;14 061.3;14 124.49;14 447.89;15 842.85;16 557.78;18 875.09;22 825.13;32 665.12;34 325.38;35 592.09;38 508.85;44 749.19;46 507.84;47 564.41;46 687.95;46 009.24;41 428.67;40 269.42;39 780.27;38 101.62;37 806.8;36 711.32;37 157;37 010.54;36 980.4;36 609.55;37 028.49;37 727.09;37 961.02;37 688.87;37 603.09;37 803.85;37 038.46;36 905.4;38 436.02;38 807.57;39 627.75;41 241.39;41 784.91;43 621.47;42 950.74;42 921.09;42 897.1;39 910.07;39 159.11;39 682.79;39 757.3;40 788.06;40 419.6;40 625.47;40 600.22;39 575.65;39 575.65;40 002.9;41 157.94;43 633.92;43 671.89;43 716.16;43 537.48;50 905.12;50 905.11;54 044.12;59 262.47;60 737.91;61 784.27;66 437.11;72 872.68;90 716.17
Вторичный рынок жилья;        Республика Тыва;;;;;;;;;;3 568.35;3 974.43;4 238.55;4 821.19;5 149.95;5 565.35;6 194.77;7 043.75;7 961.41;8 319.36;8 636.62;9 390.3;10 114.27;10 862.55;11 435.35;11 967.49;12 410.72;12 643.96;13 215.72;15 013.86;22 423.32;24 971.1;27 016.12;28 905;29 920.68;32 364.2;34 161.38;34 920.63;34 080.96;33 100.61;32 272.7;32 035.53;31 198.29;31 544.68;32 035.03;32 910.92;34 809.12;35 618.83;37 830.94;40 758.62;42 667.94;42 959.32;44 342.22;45 709.22;48 624.16;48 878.08;48 889.62;49 311.95;49 883.02;50 021.68;50 412.68;50 982.41;50 856.6;50 543.29;50 341.59;50 173.45;50 235.81;49 544.6;48 124.31;47 508.05;47 111.72;47 501.23;48 599.91;49 461.92;52 972.06;53 904.88;54 954.93;54 845.46;57 965.14;59 086.43;60 569.28;60 883.58;64 183.99;64 183.99;64 183.99;64 639.27;68 418.92;80 566.09;95 636.11;95 967.3;100 202.73
Вторичный рынок жилья;        Республика Хакасия;;2 923.6;3 036.39;3 127.22;3 700.8;5 033.79;5 127.05;5 470.49;5 757.38;6 654.13;7 118.56;7 428.23;7 745.81;8 874.69;9 031.82;9 468.19;9 908.72;10 739.82;11 234;11 808.79;12 955.98;15 608.59;16 880.71;17 537.38;17 601.42;18 730.79;19 109.31;19 374.39;19 655.16;17 470.68;18 702.24;20 450.21;24 498.81;33 482.85;35 188.31;35 525.69;35 567.11;31 907.74;27 800.47;26 892.41;27 222.09;31 420.95;31 793.95;32 271.33;33 718.34;37 008.38;37 432.34;37 920.8;38 857.51;39 472.75;41 147.39;42 901.1;42 929.6;43 379.91;43 505.13;43 892.88;43 839.3;46 812.4;47 327.1;47 581.8;48 809.94;48 715.89;46 759.05;46 197.95;46 129.15;43 177.37;42 175.08;42 118.96;41 767.93;41 587.98;41 277.16;41 212.83;41 711.14;39 166.19;39 754.33;39 284.76;39 675.55;43 338.9;43 918.57;44 084.72;44 320.4;45 910.14;45 412.78;47 490.71;48 299;52 300.3;52 136.26;55 760.93;56 939.78;68 901.68
Вторичный рынок жилья;        Алтайский край;;4 089.9;4 230.01;4 672.03;5 219.66;6 213.98;6 767.81;7 066.13;7 619.52;8 928.34;9 786.2;10 152.65;10 533.72;11 215.86;11 466.58;11 652.49;12 092.44;12 139.05;12 736.66;13 864.91;14 945.94;16 072;17 044.22;17 615.53;18 454.42;16 496.26;17 392.56;19 105.26;23 847.32;31 156.72;32 851.65;33 629.58;35 648.72;36 759.44;35 661.92;34 559.55;33 102.61;32 807.21;30 559.94;28 651.12;27 828.44;29 604.24;30 091.47;30 504.19;31 642.14;33 505.27;33 675.58;34 643.82;36 468.39;39 272.31;41 115.18;42 383.55;43 967.39;46 771.29;44 633.47;44 796.51;46 123.74;45 835.34;46 681.92;47 642.78;47 889.75;47 223.61;45 279.66;43 817.35;43 617.68;43 737.79;42 582.13;41 673.88;41 119.7;41 054.31;40 507.41;41 104.68;41 292.57;42 311.22;42 565.36;43 213.57;44 219.05;45 565.59;46 272.93;46 868.43;47 753.73;48 204.72;47 336.55;50 722.45;53 519.83;57 637.39;59 313.8;61 317.89;63 856;74 527.97
Вторичный рынок жилья;        Красноярский край;;4 835.51;4 952.94;5 494.19;6 907.19;8 034.19;9 610.48;11 671.37;12 307.13;11 978.23;12 008.96;12 199.94;12 096.59;9 651.9;9 774.89;9 840.94;10 070.57;11 817.47;12 766.38;14 630.82;16 319.31;19 446.33;19 626.32;19 649.34;19 977.05;21 911.37;22 721.64;23 757.76;28 381.6;27 526.63;30 885.75;34 681.42;40 055.72;41 617.38;42 644.55;42 284.96;36 100.9;34 981.57;32 460.67;31 231.37;30 947.46;33 437.62;34 168.78;35 167.22;36 164.53;43 425.57;43 489.49;43 895.41;45 144.79;45 679.01;47 909.72;50 114.26;51 047.4;48 006.99;48 051.5;48 821.14;49 577.68;50 075.21;50 223.56;50 313.75;50 511.9;49 147.64;48 360.46;46 740.94;45 562.6;44 375.27;44 341.09;43 730.14;43 544.25;42 303.88;42 216.27;41 863.38;42 170.75;44 631.11;44 992.03;45 741.38;46 867.89;47 197.2;47 287.58;48 102.79;49 308.22;51 569.39;51 763.21;53 035.35;55 459.23;61 534.15;64 478.39;66 758.44;69 473.18;70 471.25
Вторичный рынок жилья;            Таймырский (Долгано-Ненецкий) автономный округ (Красноярский край);;993.29;1 188.59;1 420.46;3 095.22;;;;;7 965.79;7 516.38;6 859.65;7 644.28;7 921.58;7 585.52;7 337.89;8 014.76;8 558.2;8 360.04;8 775.81;8 081.75;8 109.95;8 088.92;7 981.87;7 949.77;7 928.22;7 660.43;7 595.29;6 867.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Вторичный рынок жилья;        Иркутская область;;6 003.85;6 163.22;6 209.7;6 906.78;7 965.08;8 831.26;10 226.28;11 162.85;12 559.73;13 274.28;14 035.75;14 309.27;13 398.96;13 933.53;14 257.52;14 686.64;15 270.43;15 731.12;16 583.4;18 000.7;17 363.22;17 562.01;18 020.11;18 869.64;20 277.3;21 696.61;24 077.65;29 084.73;34 155.2;37 165.61;39 291.21;44 401.97;46 585.35;46 723.72;45 794.44;44 090.27;39 833.5;36 980.12;35 207.01;35 593.66;34 205.6;36 395.9;36 653.44;37 143.89;39 139.15;40 502.94;41 110.27;42 547.07;41 115.76;41 278.82;42 280.13;42 752.99;42 279.79;42 739.69;42 927.66;43 320.26;40 541.97;40 546.81;40 817.64;43 592.58;44 112.68;43 599.52;43 618.51;42 630.45;40 869.46;39 866.69;39 859.55;39 848.02;40 503.51;40 744.28;40 633.5;41 170.88;43 637.75;44 435.31;44 402.43;44 433.71;44 808.57;45 847.28;46 476.89;47 458.2;48 120.91;48 324.87;49 483.04;57 730.68;62 993.82;65 180.87;67 301.64;69 146.61;84 691.07
Вторичный рынок жилья;        Кемеровская область - Кузбасс;;4 259.93;4 332.28;4 472.53;4 676.57;5 039.51;5 437.77;5 598.73;6 166.57;6 960.75;8 005.51;8 246.41;8 542.01;8 617.45;9 001.12;9 127.87;9 288.99;10 483.78;11 742.25;13 505.07;16 265.3;19 450.71;21 021.21;21 995.79;23 406.55;22 470.47;23 354.69;24 347.61;24 931.65;26 619.42;27 621.33;28 534.41;30 099.46;32 229.3;33 735.92;36 713.04;36 529.03;36 244.4;35 465.84;33 417.4;31 886.62;36 501.73;36 199.58;36 002.74;36 411.47;34 814.87;34 329.05;34 657.92;34 608.85;37 521.58;38 197.55;38 896.95;39 600.75;39 835.9;40 348.73;40 732.39;40 953.88;42 035.12;41 910.16;41 895.2;41 987.46;43 841.28;42 467.55;40 377.17;39 461.83;38 029;37 126.84;35 395.47;35 699.58;35 781.57;35 351.38;35 845.16;35 880.97;37 497.87;38 020.61;38 063.57;39 029.82;40 509.07;39 866.78;41 226.93;41 907.34;41 484.68;42 593.73;43 343.61;44 308.58;47 910.88;53 084.93;54 324.97;55 970;73 584.43
Вторичный рынок жилья;        Новосибирская область;;5 604.09;5 747.21;5 828.17;6 259.75;6 664.58;7 430.93;8 247.17;9 842.07;10 997.45;12 046.86;13 075.27;13 352.38;14 736.47;15 118.19;15 418.67;16 013.81;16 968.04;17 238.93;18 357.83;19 942.81;22 324.3;23 444.48;24 080.85;25 305.6;27 773.81;28 647.74;29 374.04;31 644.78;41 292.59;43 145.27;47 603.79;49 169.73;52 332.91;54 195.84;55 266.56;53 696.89;54 691.7;52 267.03;49 362.54;48 060.09;48 143.43;47 458.99;46 813.93;46 429.68;42 988.93;42 710.43;45 661.9;46 661.3;46 633.99;47 527.14;47 953.35;48 676.09;53 072.63;54 329.69;55 374.38;56 055.55;55 607.17;56 236.69;57 261.6;58 739.93;59 482.62;57 424.08;55 130.02;54 964.95;54 007.33;52 908.69;52 602.95;51 801.4;50 879.75;50 634.43;50 819.73;50 777.04;52 127.13;52 540.72;52 659.15;55 170.7;56 144.47;56 376.6;56 796.27;57 564.09;62 531.11;63 595.74;63 442.92;64 354.2;63 850.24;64 727.92;64 440.98;66 072.4;83 392.08
Вторичный рынок жилья;        Омская область;;3 425.87;3 350.05;3 381.87;3 508.29;3 672.02;4 040.01;6 546.52;7 954.55;9 168.48;9 477.23;9 377.38;9 471.46;9 526.26;9 560.95;9 699.68;9 985.5;10 631.95;10 979.06;11 762.58;12 754.35;13 715.8;14 837.04;15 889.25;16 640.8;19 161.64;20 197.59;24 037.93;27 748.07;30 314.02;32 854.04;35 108.26;36 797.09;38 728.43;39 363.85;39 300.73;37 691.17;35 083.69;32 900.8;31 792.55;31 201.11;31 068.19;31 570.56;31 846.19;32 500.29;32 748.5;33 220.46;34 184.06;34 690.2;35 328.25;36 922.73;37 946.65;40 126.85;40 132.73;41 010.76;42 193.45;42 367.58;46 272.34;45 359.06;45 592.97;45 448.98;46 020.92;45 522.31;44 873.33;43 784.33;43 849.78;43 414.95;42 550.96;42 029.36;40 877.2;40 202.72;40 524.02;40 240.73;40 232.44;40 425.82;40 786.04;41 369.15;42 270.09;43 036.85;43 376.53;44 074.8;45 107.38;44 776.03;46 485.12;49 661.57;52 846.82;55 442.97;58 435.92;62 520.64;69 862.92
Вторичный рынок жилья;        Томская область;;3 828.14;4 023.82;4 390.86;4 772.61;5 330.69;6 091.68;6 987.87;8 033.03;9 860.77;10 486.89;11 053.5;11 276.78;11 363.59;11 631.44;11 840.29;11 943.99;12 648.12;13 513.23;14 633.71;17 600.28;18 887.82;19 867.04;20 455.26;21 489.05;22 143.92;24 280.57;26 492.72;28 994.21;32 922.46;36 341.63;39 564.95;44 371.72;46 558.31;49 491.77;50 246;47 621.05;46 420.57;42 520.88;39 934.39;39 300.07;37 488.26;37 173.07;37 165.59;37 046.44;37 865.49;38 713.32;38 778.72;40 821.98;41 821.23;42 508.69;43 057.54;44 473.77;44 068.26;44 890.46;45 398.5;45 900.23;45 609.98;45 999.31;47 128.99;47 634.72;50 277.19;50 064.93;49 447.87;49 078.69;49 645.08;49 635.48;49 710.99;49 273.66;48 911.5;48 514.11;48 115.08;50 266.76;47 987.68;48 691.59;48 762.71;49 409.82;48 221.32;48 435.02;48 618.81;49 516.04;47 776.04;49 029.53;52 227.44;53 977.49;59 531.45;63 228.3;65 854.85;69 717.45;83 744.12
Вторичный рынок жилья;    Дальневосточный федеральный округ;;5 285.33;5 297.77;5 460.04;5 857.59;5 914.49;6 225.08;6 599.54;7 704.99;8 104.18;8 761.55;9 341.76;10 040.17;10 776.66;11 142.41;11 931.15;12 714.15;14 355.81;15 380.27;15 893.52;16 234.92;17 467.58;17 835.11;19 116.18;20 350.54;23 515.81;24 701.38;26 300.07;28 344.69;29 054.27;30 581.27;32 806.94;36 328.13;41 787.77;44 682.33;46 262.06;46 279.46;48 211.87;47 176.72;46 087.41;45 251.01;46 936.29;47 142.85;47 610.03;47 907.95;53 919.01;55 426.54;56 331.14;57 958.03;59 206.35;61 700.8;64 164.76;67 092.54;68 367.46;68 760.39;68 774.35;67 472.19;69 037.7;69 138.83;69 432.32;71 146.84;75 412.19;75 095.04;73 130.76;72 829.36;69 831.09;69 575.28;68 516.84;69 301.24;68 774.55;67 953.37;67 490.46;67 410.69;65 412.33;67 026.84;68 071.31;70 254.47;;;;;;;;;;;;;
Вторичный рынок жилья;    Дальневосточный федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70 743.43;72 038.95;73 818.36;75 230.82;74 279.7;75 745.38;78 528.49;82 013.2;87 612.11;89 338.35;91 906.9;95 173.68;104 297.62
Вторичный рынок жилья;        Республика Бурятия;;2 655.14;2 709.15;2 708.36;2 708.36;3 391.93;3 478.22;3 658.76;3 763.55;5 621.12;5 699.32;5 859.86;6 979.85;9 368.21;9 665.98;10 745.26;10 963.85;11 414.73;11 846.7;13 110.92;13 106.91;14 110.97;14 206.02;13 847.87;14 005.12;15 037.72;15 374.39;16 459.18;20 970.98;25 890.87;27 499.04;28 029.78;29 998.11;31 749.11;33 959.19;34 723.77;33 631.59;28 642.5;28 043.74;27 822.3;28 738.88;29 873.08;30 235.52;30 761.15;33 314.44;34 565.47;37 575.19;37 580.77;39 739.13;42 788.95;43 802.83;44 536.1;46 029.22;46 653.97;46 281.72;46 945.74;47 231.93;46 513.19;45 461.95;46 438.69;47 677.14;47 906.73;46 801.87;43 961.51;41 602.47;41 874.13;41 565.95;44 157.06;41 685.05;40 539.71;40 612.55;41 724.29;42 620.54;41 805.57;42 707.43;42 564.63;44 887.95;47 472.38;48 412.94;50 984.91;52 925.76;51 667.82;54 979.16;55 616;60 401.65;67 126.93;70 970.24;73 129.84;75 651.14;80 970.84
Вторичный рынок жилья;        Забайкальский край;;2 440.9;2 617.58;2 873.79;3 220.83;3 746.69;3 824.65;4 127.21;5 035.46;5 320.39;5 618.25;5 710.97;5 869.86;6 357.22;6 766.68;6 989.99;7 375.85;8 238.44;8 630.09;9 011.62;9 548.79;12 070.84;12 843.4;13 498.67;14 094.65;18 134.04;18 284.71;19 650.21;21 327.16;22 426.89;24 850.93;26 447.3;27 767.42;38 893.26;42 688.62;43 174.19;43 039.83;41 201.33;40 686.91;40 473.58;40 021.04;40 445.92;38 516.04;38 524.79;38 715.46;38 576.6;38 981.98;39 531.18;39 794.59;39 786.61;40 403.21;41 765.65;44 096.45;44 116.96;45 791.61;46 544.11;47 308.01;49 236.74;50 003.52;50 466.85;51 081.29;50 845.99;50 690.77;49 865.93;49 140.34;48 079.27;47 945.36;49 276.85;49 416.54;48 587.16;48 948.93;48 666.14;48 643.24;50 644.83;50 755.17;50 569.69;50 982.93;52 514.97;52 719.77;53 515.88;53 927.65;57 177.57;57 305.66;62 076.92;64 038.73;72 998.14;73 443.9;74 537.38;75 138.41;89 081.24
Вторичный рынок жилья;        Республика Саха (Якутия);;4 323.99;4 522.56;5 107.04;5 825.97;6 502.08;7 036.64;7 613.8;8 758.17;9 971.38;11 306.54;11 917.84;12 667.35;12 689.49;13 193.34;13 652.82;14 793.51;15 349.32;16 369.63;16 928.9;18 798.33;19 886.67;20 320.92;21 550.99;21 973.89;23 895.48;25 887.42;27 324.81;30 244.56;35 030.34;37 037.01;38 796.99;40 088.13;42 867.45;45 143.36;47 207;47 673.34;50 046.04;49 395.28;48 719.03;46 868.41;47 024.1;47 233.66;47 070.54;46 813.31;48 651.89;48 994.54;49 971.03;49 967.67;51 753.52;53 318.26;55 714.63;58 695.72;57 869.33;58 683.61;59 814.63;60 169.55;73 535.64;74 311.24;77 939.17;81 040.61;84 120.04;85 277.18;82 461.62;84 027.54;82 049.27;80 984.61;79 206.61;79 352.35;76 229.32;74 206.2;75 674.1;73 653.66;70 958.03;72 379.53;74 230.03;73 713.94;75 870.95;77 085.18;80 730.15;88 545.22;87 011.26;86 025.05;85 758.33;88 280.58;81 358.43;81 191.08;82 771.3;84 124.05;106 375.81
Вторичный рынок жилья;        Камчатский край;;2 974.54;3 137.79;3 089.53;3 387.4;3 655.45;3 655.45;4 078.21;4 358.27;4 666.49;4 745.57;4 833.9;4 879.03;4 923.57;5 604.7;5 818.82;6 530.42;7 297.36;8 323.65;10 713.79;9 786.42;11 084.31;13 002.2;14 005.43;15 199.63;16 633.65;16 771.28;18 757.08;22 072.57;20 715.38;22 435.81;23 824.7;25 118.55;27 799.26;29 942;32 723.92;36 674.55;36 187.58;38 061.27;36 642.54;36 185.78;41 873.76;41 991.04;41 569.1;42 427.81;39 938.89;40 802.79;39 507.53;40 841.16;42 554;43 530.1;43 872.94;44 416.64;51 127.86;53 704;55 007.38;55 040.99;62 555.39;61 834.63;62 089.87;63 947.31;62 947.27;62 521.66;61 532.16;60 694.54;67 189.58;65 285.36;64 813.2;64 339.48;60 673.51;59 680.88;60 750.14;61 569.71;61 402.57;60 445.38;60 591.2;60 684;61 303.28;62 599.95;63 723.35;64 539.61;65 237.98;65 719.96;69 910.39;75 133.42;76 988.89;77 261.72;78 004.12;78 339.06;121 199.88
Вторичный рынок жилья;        Приморский край;;7 627.67;7 457.92;7 498.12;7 888.52;7 047.99;7 259.16;7 556.83;7 923.07;8 307.35;9 191.32;9 905.28;10 669.64;11 532.81;11 810.33;12 709.24;13 293.71;14 831.5;15 648.47;15 916.44;16 196.97;17 546.19;17 954.79;20 136.52;21 420.94;25 749.63;26 976.2;28 305.55;29 312.92;31 247.59;32 773.32;35 166.86;38 217.46;46 849.77;50 317.52;51 772.73;51 934.18;55 000.23;53 602.44;51 657.66;50 429.54;54 034.38;53 898.85;54 195.72;54 612.5;62 696.61;64 148.63;65 588.04;68 086.39;70 129.32;72 226.01;73 025.14;75 105.07;75 459.21;76 921.04;75 895.56;75 785.17;75 114.72;75 048.23;76 383.44;78 520.68;85 519.96;86 324.75;85 047.31;85 638.23;84 300.02;84 103.66;83 442.84;83 118.69;82 881.79;82 700.94;82 739.56;82 192.44;81 700.57;83 993.62;84 712;87 118.44;93 187.7;93 433.13;97 552.46;97 932.63;95 672.17;98 854.26;100 889.58;103 813.6;113 310.19;115 101.66;118 277.63;117 466.04;126 429.47
Вторичный рынок жилья;        Хабаровский край;;4 860.77;4 957.61;5 034.68;5 349.62;5 539.32;5 956.09;6 271.46;7 292.11;8 683.09;9 394.8;10 330.68;11 184.98;13 134.73;13 454.56;14 295.03;15 865.89;17 784.03;19 526.62;20 236.4;20 833.06;21 826.41;22 089.36;23 044.55;24 193.76;26 253.82;27 302.7;28 408.19;31 678.07;27 284.32;29 003.37;32 754.2;37 320.24;41 757.02;43 698.44;44 839.49;44 174.17;44 598.88;43 551.27;42 352.66;41 520.68;41 130.63;42 141.9;43 162.36;42 867.49;47 629.96;50 325.7;50 687.19;52 118.38;56 001.21;59 082.96;63 162.98;67 025.04;68 106.85;67 298.26;67 333.86;64 150.46;63 655.9;63 484.64;62 192.85;62 677.62;66 180.89;64 871.77;61 770.52;59 915.25;59 448.63;59 419.42;57 383.14;59 387.23;62 469.1;61 201.68;60 030.77;60 535.87;59 438.68;60 030.14;61 613.85;64 575.08;67 497.86;69 880.82;70 606.06;71 790.99;75 287.2;74 839.27;78 342.42;81 713.53;86 796.63;87 364.01;90 642.45;96 714.16;101 064.74
Вторичный рынок жилья;        Амурская область;;3 157.52;3 228.26;3 314.67;4 087.52;4 232.97;4 369.27;5 218.95;6 213.85;6 233.6;6 374.74;6 820.19;7 165.53;7 614.92;8 256.19;8 864.86;9 262.14;10 063.6;11 183.7;11 509.27;11 778.21;12 601.25;13 901.78;15 246.82;16 432.71;20 379.5;21 197.39;21 579.88;22 302.2;22 381.29;22 842.11;23 668.25;26 401.66;30 789.69;33 603.13;34 282.15;34 677.02;36 610.31;36 121.22;36 487.15;36 736.04;38 224.03;39 034.95;39 260.2;40 134.57;31 963.75;33 905.93;34 983.38;36 691.63;38 490.63;39 098.05;39 358.19;39 796.28;43 311.85;45 103.95;45 478.94;46 168.51;46 982.07;48 040.69;49 142.89;50 056.7;55 737.33;55 747.9;56 137.76;56 137.76;53 626.13;53 420.71;53 171.75;53 171.75;50 861.47;51 778.69;51 257.36;51 321.34;51 254.25;52 938.99;54 084.86;56 807.51;58 581.71;60 313.81;61 662.8;64 937.59;71 317.12;74 820.73;79 877.43;83 996.23;93 489.49;98 362.17;97 805.07;101 432.88;107 789.51
Вторичный рынок жилья;        Магаданская область;;1 538.37;1 598.11;1 614.2;1 542.85;1 738.83;1 824.3;1 823.89;1 829.97;2 384.4;2 872.82;2 804.22;2 836.1;3 667.41;4 043.45;4 335.62;4 348.73;4 626.28;4 626.28;4 626.28;4 626.28;7 876.09;7 876.09;8 013.26;8 555.73;10 818.02;10 818.02;12 411.35;13 243.3;16 674.35;16 446.94;17 696.32;19 380.31;22 460.56;25 790.36;26 886.26;28 258.61;29 221.51;28 643;30 566.31;29 503;30 332.83;30 216.9;30 560.41;30 771.56;30 750.96;30 794.6;30 995.66;31 865.83;33 145.94;37 076.88;40 268.14;44 403.28;46 636.77;47 766;51 908.18;53 004.21;53 856.18;54 196.58;54 115.37;55 359.45;55 752.2;54 069.01;51 809.8;51 709.01;51 472.6;50 932.3;51 577.8;51 955.03;48 372.94;46 740.63;45 926.44;44 844.21;45 508.71;47 230.41;46 642.23;46 936.61;47 519.47;48 399.38;46 784.85;49 549.06;50 491.74;51 507.71;53 548.14;56 701.82;57 691.8;63 629.53;68 412.48;73 495.53;79 951.78
Вторичный рынок жилья;        Сахалинская область;;5 417.73;5 417.73;5 945.19;5 947.74;7 555.11;8 163.77;8 202.81;12 974.04;10 544.77;10 551.66;10 548.72;11 714.93;12 150.07;12 133.36;13 680.09;13 786.48;18 750.63;19 231.6;19 321.4;18 149.46;19 437.58;18 083.44;18 020.82;20 678.57;24 564.67;26 844.79;33 015.32;35 656.97;40 573.18;42 936.79;44 490.22;53 939;59 156.65;64 213.44;67 453;64 376.27;67 850.56;64 649.98;63 390.6;63 651.69;65 143.14;61 549.96;61 789.69;64 189.35;66 686.72;65 468.87;66 900.55;67 583.82;65 413.95;68 237.59;69 267.79;70 487.62;71 200.72;72 324.33;73 714.26;73 893.41;72 491.08;74 368.95;73 665.57;78 204.47;81 184.78;79 805.97;79 194.23;80 210.87;95 508.47;95 349.93;97 510.64;97 665.17;95 279.19;95 478.16;96 818.25;96 163.51;97 513.6;107 267.81;108 240.3;108 795.45;106 343.82;105 841.05;107 512.97;109 879.73;119 955.87;120 086.78;124 836.6;127 997.84;122 677.79;121 822.83;126 791.59;132 376.18;137 150.4
Вторичный рынок жилья;        Еврейская автономная область;;;;;;;;;;;;;;5 451.32;6 064.93;6 678.15;6 925.1;8 167.79;8 549.56;9 117.4;10 172.66;11 218.2;10 728.85;11 100.8;12 376.11;12 525.54;12 526.68;12 478.16;14 744.95;16 886.31;18 383.75;18 745.41;20 931.48;24 844.81;26 907.96;28 292.04;28 449.09;28 921.73;28 067.95;27 102.33;26 998.28;25 138.78;25 114.28;26 470.9;27 877.62;33 979.71;32 657.83;31 677.11;33 650.89;34 716.17;35 673.76;38 480.8;38 917.18;39 258.24;39 331.7;41 225.59;41 376.64;42 345.1;41 885.81;42 248.81;45 291.17;43 681.78;43 433.94;43 099.13;42 656.18;40 739.02;39 426.68;38 903.65;39 006.4;37 650.86;37 297.41;37 392.46;37 143.08;37 300.37;38 343.36;38 179.52;38 435.71;38 418.33;37 649.38;38 202.83;37 908.82;38 443.03;38 274.8;38 586.23;41 293.84;42 617.68;45 376.85;49 696.46;53 267.69;53 231.44
Вторичный рынок жилья;    Крымский федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51 491.63;52 625.55;52 457.68;55 333.79;;;;;;;;;;;;;;;;;;;;;
